ID,date,Open,High,Low,Close,Volume
193,15/10/2018 0:00,1.46,1.63,1.46,1.6,6715000
194,16/10/2018 0:00,1.59,1.66,1.4,1.53,36080500
195,17/10/2018 0:00,1.55,1.68,1.5,1.66,7149500
196,18/10/2018 0:00,1.67,1.75,1.64,1.69,2700500
197,19/10/2018 0:00,1.66,1.8,1.65,1.79,2075000
198,22/10/2018 0:00,1.75,1.79,1.68,1.7,1643000
199,23/10/2018 0:00,1.69,1.75,1.66,1.68,1067500
200,24/10/2018 0:00,1.71,1.94,1.71,1.92,5211000
201,25/10/2018 0:00,1.94,2.04,1.75,1.96,9994000
202,26/10/2018 0:00,2,2.18,2,2.1,14800500
203,29/10/2018 0:00,2.11,2.18,1.99,2.02,8596000
204,30/10/2018 0:00,2.03,2.05,1.87,1.91,4040000
205,31/10/2018 0:00,1.95,2.09,1.85,2.05,8425000
206,01/11/2018 0:00,2.08,2.08,1.94,1.95,2848000
207,02/11/2018 0:00,2,2,1.91,1.95,2724000
208,05/11/2018 0:00,1.98,1.98,1.85,1.87,1944000
209,06/11/2018 0:00,1.87,2.02,1.8,1.91,5596500
210,07/11/2018 0:00,1.96,2.03,1.94,1.96,1652000
211,08/11/2018 0:00,1.94,1.98,1.85,1.89,961000
212,09/11/2018 0:00,1.85,1.95,1.85,1.88,295500
213,12/11/2018 0:00,1.89,1.91,1.85,1.87,383500
214,13/11/2018 0:00,1.85,1.88,1.83,1.84,1762500
215,14/11/2018 0:00,1.9,1.91,1.78,1.79,5447000
216,15/11/2018 0:00,1.76,1.86,1.76,1.8,2655000
217,16/11/2018 0:00,1.85,1.85,1.77,1.79,1506500
218,19/11/2018 0:00,1.85,1.85,1.76,1.78,702500
219,20/11/2018 0:00,1.83,1.83,1.76,1.8,536000
220,22/11/2018 0:00,1.8,1.81,1.74,1.75,1303000
221,23/11/2018 0:00,1.84,1.84,1.75,1.79,2534500
222,26/11/2018 0:00,1.8,1.81,1.74,1.78,861500
223,27/11/2018 0:00,1.79,1.79,1.7,1.76,511000
224,28/11/2018 0:00,1.75,1.79,1.72,1.76,497000
225,29/11/2018 0:00,1.74,1.79,1.73,1.79,402500
226,30/11/2018 0:00,1.79,1.8,1.66,1.7,851000
227,03/12/2018 0:00,1.75,1.75,1.55,1.6,6675500
228,04/12/2018 0:00,1.57,1.66,1.55,1.65,2163500
229,05/12/2018 0:00,1.7,1.72,1.6,1.66,1027000
230,06/12/2018 0:00,1.71,1.71,1.55,1.58,20670500
231,07/12/2018 0:00,1.64,1.64,1.56,1.63,888500
232,10/12/2018 0:00,1.69,1.69,1.56,1.64,1206000
233,11/12/2018 0:00,1.64,1.69,1.57,1.64,1409500
234,12/12/2018 0:00,1.64,1.64,1.5,1.54,5736500
235,13/12/2018 0:00,1.61,1.62,1.5,1.53,1036000
236,14/12/2018 0:00,1.55,1.66,1.53,1.6,2297000
237,17/12/2018 0:00,1.65,1.65,1.51,1.52,1409000
238,18/12/2018 0:00,1.55,1.55,1.5,1.52,1566500
239,19/12/2018 0:00,1.53,1.55,1.47,1.49,3673500
240,20/12/2018 0:00,1.55,1.55,1.48,1.5,5847000
241,21/12/2018 0:00,1.51,1.55,1.48,1.5,1569500
242,24/12/2018 0:00,1.5,1.5,1.48,1.5,225000
243,26/12/2018 0:00,1.51,1.51,1.48,1.49,1167500
244,27/12/2018 0:00,1.49,1.5,1.45,1.46,714500
245,28/12/2018 0:00,1.48,1.48,1.39,1.41,1440000
246,31/12/2018 0:00,1.41,1.46,1.37,1.39,1636000
247,01/01/2019 0:00,1.43,1.45,1.39,1.45,957500
248,02/01/2019 0:00,1.48,1.5,1.4,1.41,397500
249,03/01/2019 0:00,1.42,1.44,1.39,1.4,553000
250,04/01/2019 0:00,1.4,1.4,1.34,1.36,1996000
251,07/01/2019 0:00,1.36,1.44,1.34,1.39,5153000
252,08/01/2019 0:00,1.41,1.44,1.37,1.39,1637000
253,09/01/2019 0:00,1.41,1.44,1.38,1.41,749500
254,10/01/2019 0:00,1.44,1.66,1.41,1.61,7960500
255,11/01/2019 0:00,1.6,1.63,1.52,1.54,1285500
256,14/01/2019 0:00,1.62,1.65,1.55,1.59,1617000
257,15/01/2019 0:00,1.56,1.59,1.51,1.52,1087000
258,16/01/2019 0:00,1.51,1.55,1.41,1.45,1298500
259,17/01/2019 0:00,1.46,1.54,1.45,1.48,623500
260,18/01/2019 0:00,1.53,1.61,1.49,1.59,2531000
261,21/01/2019 0:00,1.6,1.62,1.54,1.61,953500
262,22/01/2019 0:00,1.59,1.66,1.58,1.62,2019500
263,23/01/2019 0:00,1.64,1.66,1.51,1.61,1319500
264,24/01/2019 0:00,1.67,1.68,1.59,1.6,1513500
265,25/01/2019 0:00,1.61,1.68,1.6,1.65,1939500
266,28/01/2019 0:00,1.62,1.64,1.6,1.61,1004500
267,29/01/2019 0:00,1.64,1.66,1.55,1.57,1767500
268,30/01/2019 0:00,1.58,1.71,1.58,1.64,1775500
269,31/01/2019 0:00,1.6,1.84,1.6,1.81,15619500
270,01/02/2019 0:00,1.8,1.82,1.72,1.74,2826000
271,04/02/2019 0:00,1.75,1.77,1.7,1.72,2073000
272,06/02/2019 0:00,1.7,1.77,1.63,1.64,3896000
273,07/02/2019 0:00,1.67,1.68,1.6,1.61,2122500
274,08/02/2019 0:00,1.67,1.7,1.6,1.6,1470500
275,11/02/2019 0:00,1.65,1.65,1.55,1.56,647500
276,12/02/2019 0:00,1.62,1.62,1.55,1.58,570500
277,13/02/2019 0:00,1.61,1.65,1.54,1.56,12984000
278,14/02/2019 0:00,1.57,1.57,1.53,1.55,736000
279,15/02/2019 0:00,1.59,1.59,1.53,1.54,709000
280,18/02/2019 0:00,1.55,1.57,1.51,1.52,363000
281,19/02/2019 0:00,1.55,1.55,1.47,1.48,1642000
282,20/02/2019 0:00,1.46,1.51,1.41,1.49,2079000
283,21/02/2019 0:00,1.53,1.53,1.47,1.51,608500
284,22/02/2019 0:00,1.55,1.6,1.53,1.56,570500
285,25/02/2019 0:00,1.6,1.61,1.5,1.51,614000
286,26/02/2019 0:00,1.5,1.51,1.43,1.48,3247500
287,27/02/2019 0:00,1.42,1.5,1.23,1.36,8053000
288,28/02/2019 0:00,1.43,1.43,1.37,1.4,9808000
289,01/03/2019 0:00,1.43,1.46,1.38,1.4,2133000
290,04/03/2019 0:00,1.45,1.45,1.38,1.4,1025000
291,05/03/2019 0:00,1.41,1.41,1.38,1.4,947500
292,06/03/2019 0:00,1.4,1.41,1.37,1.39,1610000
293,07/03/2019 0:00,1.38,1.4,1.35,1.36,1746000
294,08/03/2019 0:00,1.37,1.4,1.3,1.32,12473000
295,11/03/2019 0:00,1.4,1.4,1.32,1.35,1293000
296,12/03/2019 0:00,1.36,1.37,1.29,1.3,8815500
297,13/03/2019 0:00,1.34,1.35,1.31,1.34,377000
298,14/03/2019 0:00,1.34,1.35,1.28,1.32,2327000
299,15/03/2019 0:00,1.35,1.46,1.29,1.31,1971500
300,18/03/2019 0:00,1.3,1.34,1.27,1.29,1369000
301,19/03/2019 0:00,1.29,1.3,1.26,1.28,800000
302,20/03/2019 0:00,1.29,1.29,1.19,1.2,6463500
303,21/03/2019 0:00,1.21,1.21,1.14,1.15,2827500
304,22/03/2019 0:00,1.2,1.2,1.13,1.14,1660500
305,25/03/2019 0:00,1.18,1.18,1.07,1.08,3731500
306,26/03/2019 0:00,1.15,1.19,1.08,1.09,15439000
307,27/03/2019 0:00,1.1,1.16,1.09,1.12,13609500
308,28/03/2019 0:00,1.13,1.14,1.07,1.08,3756000
309,29/03/2019 0:00,1.09,1.1,1.06,1.09,1871500
310,01/04/2019 0:00,1.09,1.12,1.04,1.04,1108000
311,02/04/2019 0:00,1.07,1.1,1.06,1.1,1099500
312,03/04/2019 0:00,1.12,1.31,1.09,1.13,31443500
313,04/04/2019 0:00,1.15,1.19,1.07,1.1,10430000
314,05/04/2019 0:00,1.11,1.17,1.09,1.14,7226000
315,08/04/2019 0:00,1.16,1.2,1.11,1.16,4722500
316,09/04/2019 0:00,1.17,1.25,1.17,1.23,7579000
317,10/04/2019 0:00,1.1,1.2,1.01,1.04,17986500
318,11/04/2019 0:00,1.04,1.15,1.02,1.14,9786500
319,12/04/2019 0:00,1.15,1.21,1.09,1.1,10554500
320,15/04/2019 0:00,1.11,1.13,1.08,1.09,4481500
321,16/04/2019 0:00,1.09,1.11,1.07,1.09,1554000
322,17/04/2019 0:00,1.09,1.1,1.02,1.05,2794500
323,18/04/2019 0:00,1.09,1.09,1.02,1.05,1881000
324,19/04/2019 0:00,1.08,1.1,1.02,1.05,8689500
325,22/04/2019 0:00,1.1,1.1,1.02,1.03,1290500
326,23/04/2019 0:00,1.03,1.05,1.01,1.03,1364000
327,24/04/2019 0:00,1.05,1.07,1.03,1.04,3179500
328,25/04/2019 0:00,1.05,1.07,1,1.02,7407500
329,26/04/2019 0:00,1.02,1.05,1.02,1.04,1120000
330,29/04/2019 0:00,1.09,1.09,1,1.04,2450500
331,30/04/2019 0:00,1.02,1.07,1.02,1.03,951000
332,02/05/2019 0:00,1.05,1.05,1,1.01,1890000
333,03/05/2019 0:00,1.02,1.02,0.97,1,776000
334,06/05/2019 0:00,1,1.03,0.98,1.02,1953000
335,07/05/2019 0:00,1,1.02,0.99,1,671500
336,08/05/2019 0:00,1.02,1.02,0.9,0.99,3932500
337,09/05/2019 0:00,0.96,1,0.94,0.99,669000
338,10/05/2019 0:00,0.98,1.06,0.97,0.99,199500
339,13/05/2019 0:00,1,1.03,0.85,0.87,1536000
340,14/05/2019 0:00,0.92,0.92,0.85,0.87,1323000
341,15/05/2019 0:00,0.89,0.93,0.88,0.9,892500
342,16/05/2019 0:00,0.94,0.94,0.82,0.89,2153000
343,17/05/2019 0:00,0.87,0.87,0.75,0.77,1496000
344,20/05/2019 0:00,0.8,0.9,0.72,0.88,1903500
345,21/05/2019 0:00,0.88,0.88,0.79,0.8,3128500
346,22/05/2019 0:00,0.82,0.86,0.8,0.81,20146000
347,23/05/2019 0:00,0.84,0.86,0.79,0.8,11684000
348,24/05/2019 0:00,0.82,0.82,0.78,0.79,2270500
349,27/05/2019 0:00,0.79,0.86,0.75,0.77,10045500
350,28/05/2019 0:00,0.79,0.8,0.76,0.78,2561500
351,29/05/2019 0:00,0.79,0.85,0.79,0.8,3441500
352,30/05/2019 0:00,0.81,0.85,0.8,0.82,3633500
353,03/06/2019 0:00,0.84,0.88,0.75,0.87,20613000
354,10/06/2019 0:00,0.89,0.89,0.8,0.81,2468500
355,11/06/2019 0:00,0.82,0.85,0.78,0.85,1878000
356,12/06/2019 0:00,0.88,0.89,0.79,0.83,4909000
357,13/06/2019 0:00,0.85,0.85,0.81,0.82,2183500
358,14/06/2019 0:00,0.83,0.84,0.79,0.81,1960500
359,17/06/2019 0:00,0.81,0.81,0.77,0.78,2227500
360,18/06/2019 0:00,0.8,0.8,0.75,0.76,1602000
361,19/06/2019 0:00,0.77,0.92,0.74,0.75,9587500
362,20/06/2019 0:00,0.77,0.81,0.77,0.79,17183000
363,21/06/2019 0:00,0.81,0.82,0.78,0.79,15891000
364,24/06/2019 0:00,0.82,0.82,0.74,0.74,2077500
365,25/06/2019 0:00,0.76,0.76,0.69,0.7,4784500
366,26/06/2019 0:00,0.7,0.71,0.65,0.7,3561000
367,27/06/2019 0:00,0.71,0.74,0.69,0.7,457500
368,28/06/2019 0:00,0.7,0.7,0.66,0.7,3553500
369,01/07/2019 0:00,0.71,0.73,0.69,0.72,403500
370,02/07/2019 0:00,0.73,0.77,0.7,0.76,3356500
371,03/07/2019 0:00,0.74,0.79,0.74,0.77,2095000
372,04/07/2019 0:00,0.78,0.79,0.71,0.73,1660500
373,05/07/2019 0:00,0.73,0.73,0.68,0.7,1728000
374,08/07/2019 0:00,0.69,0.72,0.65,0.67,1272500
375,09/07/2019 0:00,0.69,0.72,0.68,0.69,738500
376,10/07/2019 0:00,0.7,0.7,0.67,0.69,94500
377,11/07/2019 0:00,0.7,0.73,0.68,0.7,342500
378,12/07/2019 0:00,0.69,0.7,0.66,0.68,601000
379,15/07/2019 0:00,0.68,0.68,0.63,0.65,1270500
380,16/07/2019 0:00,0.65,0.66,0.63,0.66,917500
381,17/07/2019 0:00,0.67,0.68,0.64,0.65,1063000
382,18/07/2019 0:00,0.66,0.66,0.6,0.61,1951500
383,19/07/2019 0:00,0.62,0.62,0.59,0.6,1086000
384,22/07/2019 0:00,0.61,0.63,0.6,0.62,1048000
385,23/07/2019 0:00,0.62,0.64,0.59,0.6,7804500
386,24/07/2019 0:00,0.61,0.62,0.6,0.61,689000
387,25/07/2019 0:00,0.6,0.62,0.59,0.6,1365500
388,26/07/2019 0:00,0.6,0.68,0.57,0.59,7246000
389,29/07/2019 0:00,0.6,0.6,0.56,0.58,366500
390,30/07/2019 0:00,0.57,0.6,0.56,0.57,909500
391,31/07/2019 0:00,0.57,0.6,0.57,0.6,2660500
392,01/08/2019 0:00,0.59,0.61,0.58,0.6,1073000
393,02/08/2019 0:00,0.6,0.6,0.58,0.58,592000
394,05/08/2019 0:00,0.58,0.58,0.54,0.55,1297000
395,06/08/2019 0:00,0.54,0.58,0.54,0.55,2021000
396,07/08/2019 0:00,0.56,0.58,0.53,0.57,1428500
397,08/08/2019 0:00,0.56,0.58,0.53,0.55,1099000
398,09/08/2019 0:00,0.56,0.64,0.54,0.55,3571000
399,16/08/2019 0:00,0.55,0.57,0.55,0.57,137500
400,19/08/2019 0:00,0.56,0.6,0.56,0.6,1142500
401,20/08/2019 0:00,0.6,0.6,0.57,0.57,3337500
402,21/08/2019 0:00,0.59,0.6,0.56,0.59,1434000
403,22/08/2019 0:00,0.6,0.78,0.6,0.75,22570000
404,23/08/2019 0:00,0.78,0.85,0.7,0.83,14428500
405,26/08/2019 0:00,0.83,0.85,0.74,0.76,4245000
406,27/08/2019 0:00,0.72,0.76,0.72,0.75,1040500
407,28/08/2019 0:00,0.78,0.8,0.72,0.72,1692500
408,29/08/2019 0:00,0.72,0.78,0.69,0.76,4805000
409,30/08/2019 0:00,0.77,0.83,0.72,0.75,5358500
410,02/09/2019 0:00,0.82,0.85,0.72,0.82,12193500
411,03/09/2019 0:00,0.84,0.84,0.77,0.8,4554500
412,04/09/2019 0:00,0.8,0.85,0.79,0.85,7345500
413,05/09/2019 0:00,0.85,0.88,0.83,0.86,12938000
414,06/09/2019 0:00,0.86,0.91,0.85,0.89,4576500
415,11/09/2019 0:00,0.9,0.91,0.83,0.85,6688000
416,12/09/2019 0:00,0.86,1.05,0.85,0.98,18328500
417,13/09/2019 0:00,0.95,1.04,0.94,0.98,4348000
418,16/09/2019 0:00,1,1.03,0.95,1,3728000
419,17/09/2019 0:00,1.03,1.03,0.97,0.98,1241000
420,18/09/2019 0:00,0.96,1.03,0.9,1.01,10331000
421,19/09/2019 0:00,1,1.08,0.99,1.01,6661500
422,20/09/2019 0:00,1.02,1.08,1.02,1.04,6115500
423,23/09/2019 0:00,1.05,1.05,0.95,0.96,3800500
424,24/09/2019 0:00,0.95,0.95,0.91,0.93,1843000
425,25/09/2019 0:00,0.93,1.1,0.93,1.08,12449000
426,26/09/2019 0:00,1.1,1.17,1.09,1.11,11864500
427,27/09/2019 0:00,1.1,1.18,1.06,1.16,8688000
428,30/09/2019 0:00,1.16,1.2,1.13,1.15,9077500
429,01/10/2019 0:00,1.14,1.19,1.12,1.16,7639000
430,02/10/2019 0:00,1.16,1.18,1,1.13,13541500
431,03/10/2019 0:00,1.2,1.21,1.15,1.18,9598000
432,04/10/2019 0:00,1.2,1.28,1.2,1.26,33228000
433,07/10/2019 0:00,1.26,1.27,1.18,1.19,12844000
434,08/10/2019 0:00,1.2,1.23,1.15,1.18,4525500
435,09/10/2019 0:00,1.2,1.22,1.13,1.13,3580500
436,10/10/2019 0:00,1.15,1.15,1.09,1.11,7373000
437,11/10/2019 0:00,1.11,1.14,1.06,1.11,30819500
438,14/10/2019 0:00,1.15,1.2,1.04,1.06,14251500
